timestamp,iteration,client_id,operation,target,prerequisite_id,dependent_id,client_b_read_v1,v1_visible_on_observer,v2_visible_on_observer,observer_check_order,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
1789719118.409121,1,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:1,v2:1,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,35.39,True,False,
1789719118.416229,2,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:2,v2:2,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,7.07,True,False,
1789719118.417857,3,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:3,v2:3,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.61,True,False,
1789719118.419022,4,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:4,v2:4,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.16,True,False,
1789719118.4202461,5,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:5,v2:5,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.22,True,False,
1789719118.421404,6,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:6,v2:6,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.15,True,False,
1789719118.422656,7,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:7,v2:7,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.25,True,False,
1789719118.424041,8,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:8,v2:8,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.38,True,False,
1789719118.425407,9,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:9,v2:9,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.36,True,False,
1789719118.4264069,10,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:10,v2:10,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,0.99,True,False,
1789719118.4273238,11,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:11,v2:11,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,0.91,True,False,
1789719118.4281862,12,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:12,v2:12,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,0.86,True,False,
1789719118.429058,13,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:13,v2:13,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,0.87,True,False,
1789719118.429933,14,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:14,v2:14,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,0.87,True,False,
1789719118.430791,15,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:15,v2:15,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,0.85,True,False,
1789719118.4316869,16,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:16,v2:16,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,0.89,True,False,
1789719118.432665,17,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:17,v2:17,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,0.98,True,False,
1789719118.434216,18,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:18,v2:18,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.54,True,False,
1789719118.435411,19,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27117,v1:19,v2:19,True,False,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.19,True,False,
1789719118.436509,20,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,127.0.0.1:27119,v1:20,v2:20,True,True,False,dependent_then_prerequisite,local,1,False,normal_codexrun,1.09,True,False,
