timestamp,iteration,client_id,operation,target,prerequisite_id,dependent_id,client_b_read_v1,v1_visible_on_observer,v2_visible_on_observer,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
1789476642.8842,1,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:1,v2:1,True,True,True,local,1,False,normal,10.17,True,False,
1789476642.892284,2,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:2,v2:2,True,True,True,local,1,False,normal,8.07,True,False,
1789476642.898129,3,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:3,v2:3,True,True,True,local,1,False,normal,5.83,True,False,
1789476642.901775,4,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:4,v2:4,True,True,True,local,1,False,normal,3.63,True,False,
1789476642.905086,5,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:5,v2:5,True,True,True,local,1,False,normal,3.3,True,False,
1789476642.908036,6,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:6,v2:6,True,True,True,local,1,False,normal,2.94,True,False,
1789476642.9110248,7,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:7,v2:7,True,True,True,local,1,False,normal,2.98,True,False,
1789476642.9144802,8,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:8,v2:8,True,True,True,local,1,False,normal,3.45,True,False,
1789476642.9162128,9,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:9,v2:9,True,True,False,local,1,False,normal,1.73,True,False,
1789476642.9180274,10,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:10,v2:10,True,True,False,local,1,False,normal,1.81,True,False,
1789476642.919647,11,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:11,v2:11,True,False,True,local,1,False,normal,1.61,True,True,
1789476642.920896,12,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:12,v2:12,True,True,False,local,1,False,normal,1.24,True,False,
1789476642.9224367,13,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:13,v2:13,True,False,True,local,1,False,normal,1.54,True,True,
1789476642.9239886,14,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:14,v2:14,True,True,False,local,1,False,normal,1.55,True,False,
1789476642.9254541,15,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:15,v2:15,True,True,False,local,1,False,normal,1.46,True,False,
1789476642.9268734,16,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:16,v2:16,True,True,False,local,1,False,normal,1.41,True,False,
1789476642.9285593,17,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:17,v2:17,True,False,False,local,1,False,normal,1.68,True,False,
1789476642.930301,18,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:18,v2:18,True,True,True,local,1,False,normal,1.74,True,False,
1789476642.9319205,19,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:19,v2:19,True,False,False,local,1,False,normal,1.62,True,False,
1789476642.9333067,20,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:20,v2:20,True,True,False,local,1,False,normal,1.38,True,False,
1789476642.934653,21,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:21,v2:21,True,False,False,local,1,False,normal,1.34,True,False,
1789476642.936028,22,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:22,v2:22,True,True,False,local,1,False,normal,1.37,True,False,
1789476642.9373739,23,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:23,v2:23,True,False,False,local,1,False,normal,1.34,True,False,
1789476642.938678,24,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:24,v2:24,True,False,False,local,1,False,normal,1.3,True,False,
1789476642.9399867,25,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:25,v2:25,True,False,False,local,1,False,normal,1.3,True,False,
1789476642.941258,26,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:26,v2:26,True,True,False,local,1,False,normal,1.27,True,False,
1789476642.942527,27,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:27,v2:27,True,False,False,local,1,False,normal,1.27,True,False,
1789476642.9439468,28,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:28,v2:28,True,True,True,local,1,False,normal,1.42,True,False,
1789476642.94529,29,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:29,v2:29,True,False,False,local,1,False,normal,1.34,True,False,
1789476642.9468317,30,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:30,v2:30,True,False,False,local,1,False,normal,1.54,True,False,
1789476642.9480672,31,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:31,v2:31,True,False,False,local,1,False,normal,1.23,True,False,
1789476642.9500785,32,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:32,v2:32,True,False,False,local,1,False,normal,2.01,True,False,
1789476642.9518702,33,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:33,v2:33,True,False,False,local,1,False,normal,1.79,True,False,
1789476642.9537601,34,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:34,v2:34,True,False,False,local,1,False,normal,1.89,True,False,
1789476642.9552574,35,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:35,v2:35,True,False,False,local,1,False,normal,1.49,True,False,
1789476642.9570296,36,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:36,v2:36,True,False,False,local,1,False,normal,1.77,True,False,
1789476642.9582844,37,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:37,v2:37,True,False,False,local,1,False,normal,1.25,True,False,
1789476642.9602911,38,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:38,v2:38,True,False,False,local,1,False,normal,2.0,True,False,
1789476642.962559,39,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:39,v2:39,True,False,False,local,1,False,normal,2.26,True,False,
1789476642.9641101,40,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:40,v2:40,True,False,False,local,1,False,normal,1.55,True,False,
1789476642.9662359,41,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:41,v2:41,True,False,True,local,1,False,normal,2.12,True,True,
1789476642.9680243,42,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:42,v2:42,True,False,False,local,1,False,normal,1.78,True,False,
1789476642.9699225,43,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:43,v2:43,True,True,False,local,1,False,normal,1.89,True,False,
1789476642.9725952,44,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:44,v2:44,True,True,False,local,1,False,normal,2.67,True,False,
1789476642.9752002,45,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:45,v2:45,True,True,True,local,1,False,normal,2.6,True,False,
1789476642.976716,46,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:46,v2:46,True,True,False,local,1,False,normal,1.51,True,False,
1789476642.9788742,47,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:47,v2:47,True,True,False,local,1,False,normal,2.15,True,False,
1789476642.980941,48,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:48,v2:48,True,True,False,local,1,False,normal,2.06,True,False,
1789476642.9833782,49,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:49,v2:49,True,True,True,local,1,False,normal,2.43,True,False,
1789476642.985223,50,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:50,v2:50,True,True,True,local,1,False,normal,1.84,True,False,
1789476642.9876194,51,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:51,v2:51,True,True,True,local,1,False,normal,2.39,True,False,
1789476642.9895926,52,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:52,v2:52,True,True,True,local,1,False,normal,1.97,True,False,
1789476642.991779,53,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:53,v2:53,True,True,True,local,1,False,normal,2.18,True,False,
1789476642.994108,54,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:54,v2:54,True,True,True,local,1,False,normal,2.32,True,False,
1789476642.9967327,55,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:55,v2:55,True,True,True,local,1,False,normal,2.62,True,False,
1789476642.9990013,56,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:56,v2:56,True,True,True,local,1,False,normal,2.26,True,False,
1789476643.0043564,57,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:57,v2:57,True,False,False,local,1,False,normal,5.35,True,False,
1789476643.0065756,58,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:58,v2:58,True,True,False,local,1,False,normal,2.21,True,False,
1789476643.0082247,59,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:59,v2:59,True,False,False,local,1,False,normal,1.64,True,False,
1789476643.0103033,60,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:60,v2:60,True,False,False,local,1,False,normal,2.07,True,False,
1789476643.0118463,61,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:61,v2:61,True,False,False,local,1,False,normal,1.54,True,False,
1789476643.0139308,62,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:62,v2:62,True,False,False,local,1,False,normal,2.08,True,False,
1789476643.0155654,63,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:63,v2:63,True,True,False,local,1,False,normal,1.63,True,False,
1789476643.0178432,64,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:64,v2:64,True,False,False,local,1,False,normal,2.27,True,False,
1789476643.0194607,65,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:65,v2:65,True,True,False,local,1,False,normal,1.61,True,False,
1789476643.0211265,66,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:66,v2:66,True,False,False,local,1,False,normal,1.66,True,False,
1789476643.0227616,67,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:67,v2:67,True,False,False,local,1,False,normal,1.63,True,False,
1789476643.0246508,68,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:68,v2:68,True,False,False,local,1,False,normal,1.88,True,False,
1789476643.0261788,69,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:69,v2:69,True,True,True,local,1,False,normal,1.52,True,False,
1789476643.0283515,70,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:70,v2:70,True,False,False,local,1,False,normal,2.17,True,False,
1789476643.0297894,71,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:71,v2:71,True,True,False,local,1,False,normal,1.43,True,False,
1789476643.0318096,72,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:72,v2:72,True,False,False,local,1,False,normal,2.02,True,False,
1789476643.0331328,73,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:73,v2:73,True,True,False,local,1,False,normal,1.32,True,False,
1789476643.0348027,74,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:74,v2:74,True,True,False,local,1,False,normal,1.67,True,False,
1789476643.036183,75,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:75,v2:75,True,True,False,local,1,False,normal,1.38,True,False,
1789476643.0378327,76,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:76,v2:76,True,True,False,local,1,False,normal,1.65,True,False,
1789476643.039572,77,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:77,v2:77,True,True,False,local,1,False,normal,1.73,True,False,
1789476643.04141,78,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:78,v2:78,True,False,True,local,1,False,normal,1.83,True,True,
1789476643.0429914,79,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:79,v2:79,True,True,False,local,1,False,normal,1.58,True,False,
1789476643.0452044,80,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:80,v2:80,True,True,True,local,1,False,normal,2.21,True,False,
1789476643.0470266,81,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:81,v2:81,True,True,False,local,1,False,normal,1.82,True,False,
1789476643.0486345,82,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:82,v2:82,True,True,False,local,1,False,normal,1.6,True,False,
1789476643.0500453,83,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:83,v2:83,True,True,False,local,1,False,normal,1.41,True,False,
1789476643.0520318,84,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:84,v2:84,True,False,False,local,1,False,normal,1.98,True,False,
1789476643.0534315,85,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:85,v2:85,True,True,False,local,1,False,normal,1.4,True,False,
1789476643.0557768,86,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:86,v2:86,True,True,True,local,1,False,normal,2.34,True,False,
1789476643.0570695,87,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:87,v2:87,True,True,False,local,1,False,normal,1.29,True,False,
1789476643.0590494,88,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:88,v2:88,True,True,True,local,1,False,normal,1.98,True,False,
1789476643.0605998,89,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:89,v2:89,True,True,False,local,1,False,normal,1.47,True,False,
1789476643.0626404,90,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:90,v2:90,True,False,False,local,1,False,normal,2.04,True,False,
1789476643.0640535,91,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:91,v2:91,True,False,False,local,1,False,normal,1.41,True,False,
1789476643.0664995,92,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:92,v2:92,True,True,False,local,1,False,normal,2.44,True,False,
1789476643.0680485,93,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:93,v2:93,True,True,False,local,1,False,normal,1.54,True,False,
1789476643.0705419,94,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:94,v2:94,True,False,True,local,1,False,normal,2.49,True,True,
1789476643.072034,95,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:95,v2:95,True,True,False,local,1,False,normal,1.49,True,False,
1789476643.0739155,96,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:96,v2:96,True,False,False,local,1,False,normal,1.88,True,False,
1789476643.0766978,97,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:97,v2:97,True,True,True,local,1,False,normal,2.78,True,False,
1789476643.078934,98,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:98,v2:98,True,True,False,local,1,False,normal,2.23,True,False,
1789476643.0829275,99,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:99,v2:99,True,True,True,local,1,False,normal,3.99,True,False,
1789476643.0843587,100,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:100,v2:100,True,False,False,local,1,False,normal,1.43,True,False,
1789476643.086561,101,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:101,v2:101,True,True,True,local,1,False,normal,2.2,True,False,
1789476643.088137,102,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:102,v2:102,True,True,False,local,1,False,normal,1.57,True,False,
1789476643.0912855,103,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:103,v2:103,True,True,True,local,1,False,normal,3.14,True,False,
1789476643.0926743,104,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:104,v2:104,True,False,False,local,1,False,normal,1.38,True,False,
1789476643.0946233,105,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:105,v2:105,True,True,True,local,1,False,normal,1.94,True,False,
1789476643.0962582,106,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:106,v2:106,True,False,False,local,1,False,normal,1.63,True,False,
1789476643.0978632,107,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:107,v2:107,True,True,False,local,1,False,normal,1.6,True,False,
1789476643.1002853,108,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:108,v2:108,True,False,False,local,1,False,normal,2.42,True,False,
1789476643.1028066,109,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:109,v2:109,True,True,False,local,1,False,normal,2.52,True,False,
1789476643.1050246,110,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:110,v2:110,True,True,False,local,1,False,normal,2.2,True,False,
1789476643.1069114,111,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:111,v2:111,True,False,False,local,1,False,normal,1.88,True,False,
1789476643.1087196,112,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:112,v2:112,True,False,False,local,1,False,normal,1.8,True,False,
1789476643.1112165,113,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:113,v2:113,True,True,False,local,1,False,normal,2.49,True,False,
1789476643.1131384,114,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:114,v2:114,True,False,False,local,1,False,normal,1.92,True,False,
1789476643.1157947,115,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:115,v2:115,True,True,True,local,1,False,normal,2.65,True,False,
1789476643.1175702,116,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:116,v2:116,True,False,False,local,1,False,normal,1.77,True,False,
1789476643.1198764,117,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:117,v2:117,True,True,False,local,1,False,normal,2.3,True,False,
1789476643.1213078,118,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:118,v2:118,True,False,False,local,1,False,normal,1.43,True,False,
1789476643.1236238,119,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:119,v2:119,True,False,True,local,1,False,normal,2.31,True,True,
1789476643.1254392,120,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:120,v2:120,True,False,False,local,1,False,normal,1.81,True,False,
1789476643.1278996,121,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27017,v1:121,v2:121,True,True,False,local,1,False,normal,2.46,True,False,
