timestamp,client_id,operation,requested_version,observed_version,read_concern,write_concern,scenario,latency_ms,success,violation
1788779426.9591188,client_A,WRITE_THEN_READ,1,1,majority,majority,normal,17.71,True,False
1788779426.9769049,client_A,WRITE_THEN_READ,2,2,majority,majority,normal,17.79,True,False
1788779426.987909,client_A,WRITE_THEN_READ,3,3,majority,majority,normal,11.0,True,False
1788779426.999677,client_A,WRITE_THEN_READ,4,4,majority,majority,normal,11.77,True,False
1788779427.0119402,client_A,WRITE_THEN_READ,5,5,majority,majority,normal,12.26,True,False
1788779427.0255668,client_A,WRITE_THEN_READ,6,6,majority,majority,normal,13.63,True,False
1788779427.0368996,client_A,WRITE_THEN_READ,7,7,majority,majority,normal,11.33,True,False
1788779427.0476596,client_A,WRITE_THEN_READ,8,8,majority,majority,normal,10.76,True,False
1788779427.0600643,client_A,WRITE_THEN_READ,9,9,majority,majority,normal,12.4,True,False
1788779427.0701382,client_A,WRITE_THEN_READ,10,10,majority,majority,normal,10.07,True,False
1788779427.079958,client_A,WRITE_THEN_READ,11,11,majority,majority,normal,9.82,True,False
1788779427.090776,client_A,WRITE_THEN_READ,12,12,majority,majority,normal,10.82,True,False
1788779427.1019337,client_A,WRITE_THEN_READ,13,13,majority,majority,normal,11.16,True,False
1788779427.1115167,client_A,WRITE_THEN_READ,14,14,majority,majority,normal,9.58,True,False
1788779427.1212997,client_A,WRITE_THEN_READ,15,15,majority,majority,normal,9.78,True,False
1788779427.1306229,client_A,WRITE_THEN_READ,16,16,majority,majority,normal,9.32,True,False
1788779427.1427975,client_A,WRITE_THEN_READ,17,17,majority,majority,normal,12.17,True,False
1788779427.152534,client_A,WRITE_THEN_READ,18,18,majority,majority,normal,9.74,True,False
1788779427.1619055,client_A,WRITE_THEN_READ,19,19,majority,majority,normal,9.37,True,False
1788779427.1734035,client_A,WRITE_THEN_READ,20,20,majority,majority,normal,11.5,True,False
1788779427.1860595,client_A,WRITE_THEN_READ,21,21,majority,majority,normal,12.66,True,False
1788779427.1967328,client_A,WRITE_THEN_READ,22,22,majority,majority,normal,10.67,True,False
1788779427.205847,client_A,WRITE_THEN_READ,23,23,majority,majority,normal,9.11,True,False
1788779427.2167585,client_A,WRITE_THEN_READ,24,24,majority,majority,normal,10.91,True,False
1788779427.2271812,client_A,WRITE_THEN_READ,25,25,majority,majority,normal,10.42,True,False
1788779427.237498,client_A,WRITE_THEN_READ,26,26,majority,majority,normal,10.32,True,False
1788779427.2475674,client_A,WRITE_THEN_READ,27,27,majority,majority,normal,10.07,True,False
1788779427.2576396,client_A,WRITE_THEN_READ,28,28,majority,majority,normal,10.07,True,False
1788779427.2687924,client_A,WRITE_THEN_READ,29,29,majority,majority,normal,11.15,True,False
1788779427.2784905,client_A,WRITE_THEN_READ,30,30,majority,majority,normal,9.7,True,False
1788779427.288927,client_A,WRITE_THEN_READ,31,31,majority,majority,normal,10.44,True,False
1788779427.3006532,client_A,WRITE_THEN_READ,32,32,majority,majority,normal,11.17,True,False
1788779427.3112676,client_A,WRITE_THEN_READ,33,33,majority,majority,normal,10.61,True,False
1788779427.3226998,client_A,WRITE_THEN_READ,34,34,majority,majority,normal,11.43,True,False
1788779427.3330624,client_A,WRITE_THEN_READ,35,35,majority,majority,normal,10.36,True,False
1788779427.3424332,client_A,WRITE_THEN_READ,36,36,majority,majority,normal,9.37,True,False
1788779427.354336,client_A,WRITE_THEN_READ,37,37,majority,majority,normal,11.9,True,False
1788779427.3666189,client_A,WRITE_THEN_READ,38,38,majority,majority,normal,12.28,True,False
1788779427.3763125,client_A,WRITE_THEN_READ,39,39,majority,majority,normal,9.69,True,False
1788779427.386724,client_A,WRITE_THEN_READ,40,40,majority,majority,normal,10.41,True,False
1788779427.3969579,client_A,WRITE_THEN_READ,41,41,majority,majority,normal,10.23,True,False
1788779427.4077678,client_A,WRITE_THEN_READ,42,42,majority,majority,normal,10.81,True,False
1788779427.417425,client_A,WRITE_THEN_READ,43,43,majority,majority,normal,9.66,True,False
1788779427.4263725,client_A,WRITE_THEN_READ,44,44,majority,majority,normal,8.95,True,False
1788779427.4370425,client_A,WRITE_THEN_READ,45,45,majority,majority,normal,10.67,True,False
1788779427.4461703,client_A,WRITE_THEN_READ,46,46,majority,majority,normal,9.13,True,False
1788779427.4554977,client_A,WRITE_THEN_READ,47,47,majority,majority,normal,9.33,True,False
1788779427.4648714,client_A,WRITE_THEN_READ,48,48,majority,majority,normal,9.37,True,False
1788779427.4767127,client_A,WRITE_THEN_READ,49,49,majority,majority,normal,11.84,True,False
1788779427.4858007,client_A,WRITE_THEN_READ,50,50,majority,majority,normal,9.09,True,False
1788779427.495205,client_A,WRITE_THEN_READ,51,51,majority,majority,normal,9.4,True,False
1788779427.5042238,client_A,WRITE_THEN_READ,52,52,majority,majority,normal,9.02,True,False
1788779427.515417,client_A,WRITE_THEN_READ,53,53,majority,majority,normal,11.19,True,False
1788779427.5260296,client_A,WRITE_THEN_READ,54,54,majority,majority,normal,10.61,True,False
1788779427.5357969,client_A,WRITE_THEN_READ,55,55,majority,majority,normal,9.77,True,False
1788779427.5455852,client_A,WRITE_THEN_READ,56,56,majority,majority,normal,9.25,True,False
1788779427.5550694,client_A,WRITE_THEN_READ,57,57,majority,majority,normal,9.48,True,False
1788779427.5651731,client_A,WRITE_THEN_READ,58,58,majority,majority,normal,10.1,True,False
1788779427.5740397,client_A,WRITE_THEN_READ,59,59,majority,majority,normal,8.87,True,False
1788779427.5834339,client_A,WRITE_THEN_READ,60,60,majority,majority,normal,9.39,True,False
1788779427.5945914,client_A,WRITE_THEN_READ,61,61,majority,majority,normal,11.16,True,False
1788779427.6050608,client_A,WRITE_THEN_READ,62,62,majority,majority,normal,10.47,True,False
1788779427.615712,client_A,WRITE_THEN_READ,63,63,majority,majority,normal,10.65,True,False
1788779427.6255367,client_A,WRITE_THEN_READ,64,64,majority,majority,normal,9.82,True,False
1788779427.6354134,client_A,WRITE_THEN_READ,65,65,majority,majority,normal,9.88,True,False
1788779427.6441078,client_A,WRITE_THEN_READ,66,66,majority,majority,normal,8.69,True,False
1788779427.6533864,client_A,WRITE_THEN_READ,67,67,majority,majority,normal,9.28,True,False
1788779427.6634293,client_A,WRITE_THEN_READ,68,68,majority,majority,normal,10.04,True,False
1788779427.6742172,client_A,WRITE_THEN_READ,69,69,majority,majority,normal,10.79,True,False
1788779427.6858747,client_A,WRITE_THEN_READ,70,70,majority,majority,normal,11.66,True,False
1788779427.695822,client_A,WRITE_THEN_READ,71,71,majority,majority,normal,9.95,True,False
1788779427.7050514,client_A,WRITE_THEN_READ,72,72,majority,majority,normal,9.23,True,False
1788779427.7148232,client_A,WRITE_THEN_READ,73,73,majority,majority,normal,9.77,True,False
1788779427.7246192,client_A,WRITE_THEN_READ,74,74,majority,majority,normal,9.8,True,False
1788779427.7349656,client_A,WRITE_THEN_READ,75,75,majority,majority,normal,10.35,True,False
1788779427.7438502,client_A,WRITE_THEN_READ,76,76,majority,majority,normal,8.88,True,False
1788779427.75466,client_A,WRITE_THEN_READ,77,77,majority,majority,normal,10.81,True,False
1788779427.763518,client_A,WRITE_THEN_READ,78,78,majority,majority,normal,8.86,True,False
1788779427.7738252,client_A,WRITE_THEN_READ,79,79,majority,majority,normal,10.31,True,False
1788779427.7827818,client_A,WRITE_THEN_READ,80,80,majority,majority,normal,8.96,True,False
1788779427.7955022,client_A,WRITE_THEN_READ,81,81,majority,majority,normal,12.72,True,False
1788779427.8042586,client_A,WRITE_THEN_READ,82,82,majority,majority,normal,8.76,True,False
1788779427.8142571,client_A,WRITE_THEN_READ,83,83,majority,majority,normal,10.0,True,False
1788779427.8228383,client_A,WRITE_THEN_READ,84,84,majority,majority,normal,8.58,True,False
1788779427.8330579,client_A,WRITE_THEN_READ,85,85,majority,majority,normal,10.22,True,False
1788779427.84263,client_A,WRITE_THEN_READ,86,86,majority,majority,normal,9.57,True,False
1788779427.8526044,client_A,WRITE_THEN_READ,87,87,majority,majority,normal,9.97,True,False
1788779427.8617537,client_A,WRITE_THEN_READ,88,88,majority,majority,normal,9.15,True,False
1788779427.8710668,client_A,WRITE_THEN_READ,89,89,majority,majority,normal,9.31,True,False
1788779427.8808384,client_A,WRITE_THEN_READ,90,90,majority,majority,normal,9.77,True,False
1788779427.8901465,client_A,WRITE_THEN_READ,91,91,majority,majority,normal,9.31,True,False
1788779427.8991513,client_A,WRITE_THEN_READ,92,92,majority,majority,normal,9.0,True,False
1788779427.9107127,client_A,WRITE_THEN_READ,93,93,majority,majority,normal,11.56,True,False
1788779427.9209797,client_A,WRITE_THEN_READ,94,94,majority,majority,normal,10.27,True,False
1788779427.9303248,client_A,WRITE_THEN_READ,95,95,majority,majority,normal,9.35,True,False
1788779427.9394915,client_A,WRITE_THEN_READ,96,96,majority,majority,normal,9.17,True,False
1788779427.9495914,client_A,WRITE_THEN_READ,97,97,majority,majority,normal,10.1,True,False
1788779427.9594245,client_A,WRITE_THEN_READ,98,98,majority,majority,normal,9.83,True,False
1788779427.9721646,client_A,WRITE_THEN_READ,99,99,majority,majority,normal,12.74,True,False
1788779427.982686,client_A,WRITE_THEN_READ,100,100,majority,majority,normal,10.52,True,False
1788779427.993374,client_A,WRITE_THEN_READ,101,101,majority,majority,normal,10.69,True,False
1788779428.0046978,client_A,WRITE_THEN_READ,102,102,majority,majority,normal,11.32,True,False
1788779428.013866,client_A,WRITE_THEN_READ,103,103,majority,majority,normal,9.17,True,False
1788779428.0227804,client_A,WRITE_THEN_READ,104,104,majority,majority,normal,8.91,True,False
1788779428.0321245,client_A,WRITE_THEN_READ,105,105,majority,majority,normal,9.34,True,False
1788779428.0428119,client_A,WRITE_THEN_READ,106,106,majority,majority,normal,10.69,True,False
1788779428.0517545,client_A,WRITE_THEN_READ,107,107,majority,majority,normal,8.94,True,False
1788779428.0618222,client_A,WRITE_THEN_READ,108,108,majority,majority,normal,10.07,True,False
1788779428.0721607,client_A,WRITE_THEN_READ,109,109,majority,majority,normal,10.34,True,False
1788779428.0810192,client_A,WRITE_THEN_READ,110,110,majority,majority,normal,8.86,True,False
1788779428.0905306,client_A,WRITE_THEN_READ,111,111,majority,majority,normal,9.51,True,False
1788779428.1004832,client_A,WRITE_THEN_READ,112,112,majority,majority,normal,9.95,True,False
1788779428.112061,client_A,WRITE_THEN_READ,113,113,majority,majority,normal,11.58,True,False
1788779428.1213725,client_A,WRITE_THEN_READ,114,114,majority,majority,normal,9.31,True,False
1788779428.130809,client_A,WRITE_THEN_READ,115,115,majority,majority,normal,9.44,True,False
1788779428.1400528,client_A,WRITE_THEN_READ,116,116,majority,majority,normal,9.24,True,False
1788779428.1508992,client_A,WRITE_THEN_READ,117,117,majority,majority,normal,10.85,True,False
1788779428.1615283,client_A,WRITE_THEN_READ,118,118,majority,majority,normal,10.63,True,False
1788779428.1709237,client_A,WRITE_THEN_READ,119,119,majority,majority,normal,9.4,True,False
1788779428.1802304,client_A,WRITE_THEN_READ,120,120,majority,majority,normal,9.31,True,False
1788779428.1895442,client_A,WRITE_THEN_READ,121,121,majority,majority,normal,9.31,True,False
1788779428.1992836,client_A,WRITE_THEN_READ,122,122,majority,majority,normal,9.74,True,False
1788779428.2100894,client_A,WRITE_THEN_READ,123,123,majority,majority,normal,10.3,True,False
1788779428.2204924,client_A,WRITE_THEN_READ,124,124,majority,majority,normal,10.4,True,False
1788779428.2306006,client_A,WRITE_THEN_READ,125,125,majority,majority,normal,10.11,True,False
1788779428.241244,client_A,WRITE_THEN_READ,126,126,majority,majority,normal,10.64,True,False
1788779428.2508676,client_A,WRITE_THEN_READ,127,127,majority,majority,normal,9.62,True,False
1788779428.2605681,client_A,WRITE_THEN_READ,128,128,majority,majority,normal,9.7,True,False
1788779428.2693477,client_A,WRITE_THEN_READ,129,129,majority,majority,normal,8.78,True,False
1788779428.2790563,client_A,WRITE_THEN_READ,130,130,majority,majority,normal,9.71,True,False
1788779428.2882817,client_A,WRITE_THEN_READ,131,131,majority,majority,normal,9.23,True,False
1788779428.2964733,client_A,WRITE_THEN_READ,132,132,majority,majority,normal,8.19,True,False
1788779428.3062258,client_A,WRITE_THEN_READ,133,133,majority,majority,normal,9.75,True,False
1788779428.3183932,client_A,WRITE_THEN_READ,134,134,majority,majority,normal,12.17,True,False
1788779428.3279526,client_A,WRITE_THEN_READ,135,135,majority,majority,normal,9.56,True,False
1788779428.338214,client_A,WRITE_THEN_READ,136,136,majority,majority,normal,10.26,True,False
1788779428.355744,client_A,WRITE_THEN_READ,137,137,majority,majority,normal,17.53,True,False
1788779428.3659754,client_A,WRITE_THEN_READ,138,138,majority,majority,normal,10.23,True,False
1788779428.3751273,client_A,WRITE_THEN_READ,139,139,majority,majority,normal,9.15,True,False
1788779428.3843892,client_A,WRITE_THEN_READ,140,140,majority,majority,normal,9.26,True,False
1788779428.3944244,client_A,WRITE_THEN_READ,141,141,majority,majority,normal,10.04,True,False
1788779428.403848,client_A,WRITE_THEN_READ,142,142,majority,majority,normal,9.42,True,False
1788779428.4131668,client_A,WRITE_THEN_READ,143,143,majority,majority,normal,9.32,True,False
1788779428.423412,client_A,WRITE_THEN_READ,144,144,majority,majority,normal,10.25,True,False
1788779428.4354491,client_A,WRITE_THEN_READ,145,145,majority,majority,normal,11.53,True,False
1788779428.4455812,client_A,WRITE_THEN_READ,146,146,majority,majority,normal,10.13,True,False
1788779428.4544535,client_A,WRITE_THEN_READ,147,147,majority,majority,normal,8.87,True,False
1788779428.4640636,client_A,WRITE_THEN_READ,148,148,majority,majority,normal,9.61,True,False
1788779428.475756,client_A,WRITE_THEN_READ,149,149,majority,majority,normal,11.69,True,False
1788779428.4847913,client_A,WRITE_THEN_READ,150,150,majority,majority,normal,9.04,True,False
1788779428.4945307,client_A,WRITE_THEN_READ,151,151,majority,majority,normal,9.74,True,False
1788779428.5046346,client_A,WRITE_THEN_READ,152,152,majority,majority,normal,10.1,True,False
1788779428.5145597,client_A,WRITE_THEN_READ,153,153,majority,majority,normal,9.93,True,False
1788779428.5238988,client_A,WRITE_THEN_READ,154,154,majority,majority,normal,9.34,True,False
1788779428.5334697,client_A,WRITE_THEN_READ,155,155,majority,majority,normal,9.57,True,False
1788779428.5424974,client_A,WRITE_THEN_READ,156,156,majority,majority,normal,9.03,True,False
1788779428.551355,client_A,WRITE_THEN_READ,157,157,majority,majority,normal,8.86,True,False
1788779428.5617945,client_A,WRITE_THEN_READ,158,158,majority,majority,normal,10.44,True,False
1788779428.5712757,client_A,WRITE_THEN_READ,159,159,majority,majority,normal,9.48,True,False
1788779428.580815,client_A,WRITE_THEN_READ,160,160,majority,majority,normal,9.54,True,False
1788779428.5906718,client_A,WRITE_THEN_READ,161,161,majority,majority,normal,9.86,True,False
1788779428.6007195,client_A,WRITE_THEN_READ,162,162,majority,majority,normal,10.05,True,False
1788779428.6106389,client_A,WRITE_THEN_READ,163,163,majority,majority,normal,9.92,True,False
1788779428.6204998,client_A,WRITE_THEN_READ,164,164,majority,majority,normal,9.86,True,False
1788779428.630654,client_A,WRITE_THEN_READ,165,165,majority,majority,normal,10.15,True,False
1788779428.6439798,client_A,WRITE_THEN_READ,166,166,majority,majority,normal,13.33,True,False
1788779428.654367,client_A,WRITE_THEN_READ,167,167,majority,majority,normal,10.39,True,False
1788779428.6642585,client_A,WRITE_THEN_READ,168,168,majority,majority,normal,9.89,True,False
1788779428.6737347,client_A,WRITE_THEN_READ,169,169,majority,majority,normal,9.48,True,False
1788779428.6833498,client_A,WRITE_THEN_READ,170,170,majority,majority,normal,9.62,True,False
1788779428.6937358,client_A,WRITE_THEN_READ,171,171,majority,majority,normal,10.39,True,False
1788779428.7030153,client_A,WRITE_THEN_READ,172,172,majority,majority,normal,9.28,True,False
1788779428.7131658,client_A,WRITE_THEN_READ,173,173,majority,majority,normal,10.15,True,False
1788779428.7230968,client_A,WRITE_THEN_READ,174,174,majority,majority,normal,9.93,True,False
1788779428.733661,client_A,WRITE_THEN_READ,175,175,majority,majority,normal,10.56,True,False
1788779428.7444694,client_A,WRITE_THEN_READ,176,176,majority,majority,normal,10.81,True,False
1788779428.7576008,client_A,WRITE_THEN_READ,177,177,majority,majority,normal,13.13,True,False
1788779428.7667003,client_A,WRITE_THEN_READ,178,178,majority,majority,normal,9.1,True,False
1788779428.776004,client_A,WRITE_THEN_READ,179,179,majority,majority,normal,9.3,True,False
1788779428.7860346,client_A,WRITE_THEN_READ,180,180,majority,majority,normal,10.03,True,False
1788779428.7962606,client_A,WRITE_THEN_READ,181,181,majority,majority,normal,10.23,True,False
1788779428.8064961,client_A,WRITE_THEN_READ,182,182,majority,majority,normal,10.24,True,False
1788779428.8159518,client_A,WRITE_THEN_READ,183,183,majority,majority,normal,9.46,True,False
1788779428.8252058,client_A,WRITE_THEN_READ,184,184,majority,majority,normal,9.25,True,False
1788779428.8346996,client_A,WRITE_THEN_READ,185,185,majority,majority,normal,9.49,True,False
1788779428.8440504,client_A,WRITE_THEN_READ,186,186,majority,majority,normal,9.35,True,False
1788779428.8530984,client_A,WRITE_THEN_READ,187,187,majority,majority,normal,9.05,True,False
1788779428.8630812,client_A,WRITE_THEN_READ,188,188,majority,majority,normal,9.98,True,False
1788779428.8727934,client_A,WRITE_THEN_READ,189,189,majority,majority,normal,9.71,True,False
1788779428.8827434,client_A,WRITE_THEN_READ,190,190,majority,majority,normal,9.95,True,False
1788779428.89249,client_A,WRITE_THEN_READ,191,191,majority,majority,normal,9.75,True,False
1788779428.9015362,client_A,WRITE_THEN_READ,192,192,majority,majority,normal,9.05,True,False
1788779428.9115,client_A,WRITE_THEN_READ,193,193,majority,majority,normal,9.96,True,False
1788779428.9211679,client_A,WRITE_THEN_READ,194,194,majority,majority,normal,9.67,True,False
1788779428.9318836,client_A,WRITE_THEN_READ,195,195,majority,majority,normal,9.72,True,False
1788779428.9432447,client_A,WRITE_THEN_READ,196,196,majority,majority,normal,11.36,True,False
1788779428.9542453,client_A,WRITE_THEN_READ,197,197,majority,majority,normal,11.0,True,False
1788779428.9681728,client_A,WRITE_THEN_READ,198,198,majority,majority,normal,13.93,True,False
1788779428.9785588,client_A,WRITE_THEN_READ,199,199,majority,majority,normal,10.39,True,False
1788779428.9883106,client_A,WRITE_THEN_READ,200,200,majority,majority,normal,9.75,True,False
1788779428.9987164,client_A,WRITE_THEN_READ,201,201,majority,majority,normal,10.41,True,False
1788779429.0082808,client_A,WRITE_THEN_READ,202,202,majority,majority,normal,9.56,True,False
1788779429.0175571,client_A,WRITE_THEN_READ,203,203,majority,majority,normal,9.28,True,False
1788779429.0284297,client_A,WRITE_THEN_READ,204,204,majority,majority,normal,10.3,True,False
1788779429.0395875,client_A,WRITE_THEN_READ,205,205,majority,majority,normal,11.16,True,False
1788779429.0493302,client_A,WRITE_THEN_READ,206,206,majority,majority,normal,9.74,True,False
1788779429.0601366,client_A,WRITE_THEN_READ,207,207,majority,majority,normal,10.22,True,False
1788779429.070477,client_A,WRITE_THEN_READ,208,208,majority,majority,normal,10.34,True,False
1788779429.081985,client_A,WRITE_THEN_READ,209,209,majority,majority,normal,11.51,True,False
1788779429.0913403,client_A,WRITE_THEN_READ,210,210,majority,majority,normal,9.36,True,False
1788779429.1004825,client_A,WRITE_THEN_READ,211,211,majority,majority,normal,9.14,True,False
1788779429.1095586,client_A,WRITE_THEN_READ,212,212,majority,majority,normal,9.08,True,False
1788779429.1196065,client_A,WRITE_THEN_READ,213,213,majority,majority,normal,10.05,True,False
1788779429.129444,client_A,WRITE_THEN_READ,214,214,majority,majority,normal,9.84,True,False
1788779429.139217,client_A,WRITE_THEN_READ,215,215,majority,majority,normal,9.77,True,False
1788779429.1491296,client_A,WRITE_THEN_READ,216,216,majority,majority,normal,9.91,True,False
1788779429.1586804,client_A,WRITE_THEN_READ,217,217,majority,majority,normal,9.55,True,False
1788779429.1686242,client_A,WRITE_THEN_READ,218,218,majority,majority,normal,9.94,True,False
1788779429.1793675,client_A,WRITE_THEN_READ,219,219,majority,majority,normal,10.74,True,False
1788779429.1892605,client_A,WRITE_THEN_READ,220,220,majority,majority,normal,9.89,True,False
1788779429.1986623,client_A,WRITE_THEN_READ,221,221,majority,majority,normal,9.4,True,False
1788779429.208323,client_A,WRITE_THEN_READ,222,222,majority,majority,normal,9.66,True,False
1788779429.2178426,client_A,WRITE_THEN_READ,223,223,majority,majority,normal,9.52,True,False
1788779429.22757,client_A,WRITE_THEN_READ,224,224,majority,majority,normal,9.73,True,False
