timestamp,client_id,operation,phase,requested_version,observed_version,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
1789718978.408206,client_A,WRITE_THEN_READ,normal_codexrun,1,1,majority,majority,True,normal_codexrun,13.35,True,False,
1789718978.419308,client_A,WRITE_THEN_READ,normal_codexrun,2,2,majority,majority,True,normal_codexrun,11.09,True,False,
1789718978.428042,client_A,WRITE_THEN_READ,normal_codexrun,3,3,majority,majority,True,normal_codexrun,8.73,True,False,
1789718978.441946,client_A,WRITE_THEN_READ,normal_codexrun,4,4,majority,majority,True,normal_codexrun,13.9,True,False,
1789718978.451071,client_A,WRITE_THEN_READ,normal_codexrun,5,5,majority,majority,True,normal_codexrun,9.12,True,False,
1789718978.465559,client_A,WRITE_THEN_READ,normal_codexrun,6,6,majority,majority,True,normal_codexrun,14.48,True,False,
1789718978.474259,client_A,WRITE_THEN_READ,normal_codexrun,7,7,majority,majority,True,normal_codexrun,8.7,True,False,
1789718978.485209,client_A,WRITE_THEN_READ,normal_codexrun,8,8,majority,majority,True,normal_codexrun,10.95,True,False,
1789718978.499042,client_A,WRITE_THEN_READ,normal_codexrun,9,9,majority,majority,True,normal_codexrun,13.83,True,False,
1789718978.5090501,client_A,WRITE_THEN_READ,normal_codexrun,10,10,majority,majority,True,normal_codexrun,10.0,True,False,
1789718978.519155,client_A,WRITE_THEN_READ,normal_codexrun,11,11,majority,majority,True,normal_codexrun,10.1,True,False,
1789718978.529064,client_A,WRITE_THEN_READ,normal_codexrun,12,12,majority,majority,True,normal_codexrun,9.9,True,False,
1789718978.540194,client_A,WRITE_THEN_READ,normal_codexrun,13,13,majority,majority,True,normal_codexrun,11.13,True,False,
1789718978.556752,client_A,WRITE_THEN_READ,normal_codexrun,14,14,majority,majority,True,normal_codexrun,16.55,True,False,
1789718978.5732532,client_A,WRITE_THEN_READ,normal_codexrun,15,15,majority,majority,True,normal_codexrun,16.49,True,False,
1789718978.584575,client_A,WRITE_THEN_READ,normal_codexrun,16,16,majority,majority,True,normal_codexrun,11.32,True,False,
1789718978.595312,client_A,WRITE_THEN_READ,normal_codexrun,17,17,majority,majority,True,normal_codexrun,10.73,True,False,
1789718978.611248,client_A,WRITE_THEN_READ,normal_codexrun,18,18,majority,majority,True,normal_codexrun,15.93,True,False,
1789718978.621415,client_A,WRITE_THEN_READ,normal_codexrun,19,19,majority,majority,True,normal_codexrun,10.16,True,False,
1789718978.633291,client_A,WRITE_THEN_READ,normal_codexrun,20,20,majority,majority,True,normal_codexrun,11.87,True,False,
1789718978.644144,client_A,WRITE_THEN_READ,normal_codexrun,21,21,majority,majority,True,normal_codexrun,10.85,True,False,
1789718978.665299,client_A,WRITE_THEN_READ,normal_codexrun,22,22,majority,majority,True,normal_codexrun,21.15,True,False,
1789718978.677266,client_A,WRITE_THEN_READ,normal_codexrun,23,23,majority,majority,True,normal_codexrun,11.96,True,False,
1789718978.687567,client_A,WRITE_THEN_READ,normal_codexrun,24,24,majority,majority,True,normal_codexrun,10.3,True,False,
1789718978.698571,client_A,WRITE_THEN_READ,normal_codexrun,25,25,majority,majority,True,normal_codexrun,11.0,True,False,
1789718978.710259,client_A,WRITE_THEN_READ,normal_codexrun,26,26,majority,majority,True,normal_codexrun,11.68,True,False,
1789718978.7252638,client_A,WRITE_THEN_READ,normal_codexrun,27,27,majority,majority,True,normal_codexrun,15.0,True,False,
1789718978.735334,client_A,WRITE_THEN_READ,normal_codexrun,28,28,majority,majority,True,normal_codexrun,10.07,True,False,
1789718978.7472441,client_A,WRITE_THEN_READ,normal_codexrun,29,29,majority,majority,True,normal_codexrun,11.91,True,False,
1789718978.759389,client_A,WRITE_THEN_READ,normal_codexrun,30,30,majority,majority,True,normal_codexrun,12.14,True,False,
1789718978.7753532,client_A,WRITE_THEN_READ,normal_codexrun,31,31,majority,majority,True,normal_codexrun,15.96,True,False,
1789718978.787607,client_A,WRITE_THEN_READ,normal_codexrun,32,32,majority,majority,True,normal_codexrun,12.25,True,False,
1789718978.801812,client_A,WRITE_THEN_READ,normal_codexrun,33,33,majority,majority,True,normal_codexrun,14.2,True,False,
1789718978.815149,client_A,WRITE_THEN_READ,normal_codexrun,34,34,majority,majority,True,normal_codexrun,13.33,True,False,
1789718978.8286679,client_A,WRITE_THEN_READ,normal_codexrun,35,35,majority,majority,True,normal_codexrun,13.51,True,False,
1789718978.8386428,client_A,WRITE_THEN_READ,normal_codexrun,36,36,majority,majority,True,normal_codexrun,9.97,True,False,
1789718978.850612,client_A,WRITE_THEN_READ,normal_codexrun,37,37,majority,majority,True,normal_codexrun,11.96,True,False,
1789718978.867341,client_A,WRITE_THEN_READ,normal_codexrun,38,38,majority,majority,True,normal_codexrun,16.72,True,False,
1789718978.879543,client_A,WRITE_THEN_READ,normal_codexrun,39,39,majority,majority,True,normal_codexrun,12.2,True,False,
1789718978.892704,client_A,WRITE_THEN_READ,normal_codexrun,40,40,majority,majority,True,normal_codexrun,13.16,True,False,
1789718978.9075682,client_A,WRITE_THEN_READ,normal_codexrun,41,41,majority,majority,True,normal_codexrun,14.86,True,False,
1789718978.91938,client_A,WRITE_THEN_READ,normal_codexrun,42,42,majority,majority,True,normal_codexrun,11.8,True,False,
1789718978.932668,client_A,WRITE_THEN_READ,normal_codexrun,43,43,majority,majority,True,normal_codexrun,13.28,True,False,
1789718978.943435,client_A,WRITE_THEN_READ,normal_codexrun,44,44,majority,majority,True,normal_codexrun,10.76,True,False,
1789718978.953752,client_A,WRITE_THEN_READ,normal_codexrun,45,45,majority,majority,True,normal_codexrun,10.31,True,False,
1789718978.9665449,client_A,WRITE_THEN_READ,normal_codexrun,46,46,majority,majority,True,normal_codexrun,12.79,True,False,
1789718978.979563,client_A,WRITE_THEN_READ,normal_codexrun,47,47,majority,majority,True,normal_codexrun,13.01,True,False,
1789718978.9877608,client_A,WRITE_THEN_READ,normal_codexrun,48,48,majority,majority,True,normal_codexrun,8.18,True,False,
1789718978.999234,client_A,WRITE_THEN_READ,normal_codexrun,49,49,majority,majority,True,normal_codexrun,11.46,True,False,
1789718979.00767,client_A,WRITE_THEN_READ,normal_codexrun,50,50,majority,majority,True,normal_codexrun,8.41,True,False,
1789718979.020513,client_A,WRITE_THEN_READ,normal_codexrun,51,51,majority,majority,True,normal_codexrun,12.83,True,False,
1789718979.032594,client_A,WRITE_THEN_READ,normal_codexrun,52,52,majority,majority,True,normal_codexrun,12.08,True,False,
1789718979.04939,client_A,WRITE_THEN_READ,normal_codexrun,53,53,majority,majority,True,normal_codexrun,16.79,True,False,
1789718979.060407,client_A,WRITE_THEN_READ,normal_codexrun,54,54,majority,majority,True,normal_codexrun,11.01,True,False,
1789718979.077559,client_A,WRITE_THEN_READ,normal_codexrun,55,55,majority,majority,True,normal_codexrun,17.15,True,False,
1789718979.089112,client_A,WRITE_THEN_READ,normal_codexrun,56,56,majority,majority,True,normal_codexrun,11.54,True,False,
1789718979.098042,client_A,WRITE_THEN_READ,normal_codexrun,57,57,majority,majority,True,normal_codexrun,8.92,True,False,
1789718979.111616,client_A,WRITE_THEN_READ,normal_codexrun,58,58,majority,majority,True,normal_codexrun,13.56,True,False,
1789718979.1243699,client_A,WRITE_THEN_READ,normal_codexrun,59,59,majority,majority,True,normal_codexrun,12.75,True,False,
1789718979.137533,client_A,WRITE_THEN_READ,normal_codexrun,60,60,majority,majority,True,normal_codexrun,13.16,True,False,
1789718979.1533382,client_A,WRITE_THEN_READ,normal_codexrun,61,61,majority,majority,True,normal_codexrun,15.8,True,False,
1789718979.164906,client_A,WRITE_THEN_READ,normal_codexrun,62,62,majority,majority,True,normal_codexrun,11.56,True,False,
1789718979.171755,client_A,WRITE_THEN_READ,normal_codexrun,63,63,majority,majority,True,normal_codexrun,6.84,True,False,
1789718979.1795268,client_A,WRITE_THEN_READ,normal_codexrun,64,64,majority,majority,True,normal_codexrun,7.76,True,False,
1789718979.1954648,client_A,WRITE_THEN_READ,normal_codexrun,65,65,majority,majority,True,normal_codexrun,15.93,True,False,
1789718979.208739,client_A,WRITE_THEN_READ,normal_codexrun,66,66,majority,majority,True,normal_codexrun,13.27,True,False,
1789718979.222448,client_A,WRITE_THEN_READ,normal_codexrun,67,67,majority,majority,True,normal_codexrun,13.7,True,False,
1789718979.233531,client_A,WRITE_THEN_READ,normal_codexrun,68,68,majority,majority,True,normal_codexrun,11.08,True,False,
1789718979.245379,client_A,WRITE_THEN_READ,normal_codexrun,69,69,majority,majority,True,normal_codexrun,11.84,True,False,
1789718979.259428,client_A,WRITE_THEN_READ,normal_codexrun,70,70,majority,majority,True,normal_codexrun,14.04,True,False,
1789718979.2693079,client_A,WRITE_THEN_READ,normal_codexrun,71,71,majority,majority,True,normal_codexrun,9.87,True,False,
1789718979.281398,client_A,WRITE_THEN_READ,normal_codexrun,72,72,majority,majority,True,normal_codexrun,12.08,True,False,
1789718979.2963278,client_A,WRITE_THEN_READ,normal_codexrun,73,73,majority,majority,True,normal_codexrun,14.93,True,False,
1789718979.306444,client_A,WRITE_THEN_READ,normal_codexrun,74,74,majority,majority,True,normal_codexrun,10.11,True,False,
1789718979.316087,client_A,WRITE_THEN_READ,normal_codexrun,75,75,majority,majority,True,normal_codexrun,9.64,True,False,
1789718979.325994,client_A,WRITE_THEN_READ,normal_codexrun,76,76,majority,majority,True,normal_codexrun,9.9,True,False,
1789718979.340126,client_A,WRITE_THEN_READ,normal_codexrun,77,77,majority,majority,True,normal_codexrun,14.13,True,False,
1789718979.3498828,client_A,WRITE_THEN_READ,normal_codexrun,78,78,majority,majority,True,normal_codexrun,9.75,True,False,
1789718979.3599381,client_A,WRITE_THEN_READ,normal_codexrun,79,79,majority,majority,True,normal_codexrun,10.05,True,False,
1789718979.3742678,client_A,WRITE_THEN_READ,normal_codexrun,80,80,majority,majority,True,normal_codexrun,14.33,True,False,
1789718979.3829818,client_A,WRITE_THEN_READ,normal_codexrun,81,81,majority,majority,True,normal_codexrun,8.7,True,False,
1789718979.3929842,client_A,WRITE_THEN_READ,normal_codexrun,82,82,majority,majority,True,normal_codexrun,10.0,True,False,
1789718979.403214,client_A,WRITE_THEN_READ,normal_codexrun,83,83,majority,majority,True,normal_codexrun,10.23,True,False,
1789718979.4132328,client_A,WRITE_THEN_READ,normal_codexrun,84,84,majority,majority,True,normal_codexrun,10.01,True,False,
1789718979.423061,client_A,WRITE_THEN_READ,normal_codexrun,85,85,majority,majority,True,normal_codexrun,9.82,True,False,
1789718979.4379032,client_A,WRITE_THEN_READ,normal_codexrun,86,86,majority,majority,True,normal_codexrun,14.84,True,False,
1789718979.4470148,client_A,WRITE_THEN_READ,normal_codexrun,87,87,majority,majority,True,normal_codexrun,9.11,True,False,
1789718979.46098,client_A,WRITE_THEN_READ,normal_codexrun,88,88,majority,majority,True,normal_codexrun,13.96,True,False,
1789718979.4700449,client_A,WRITE_THEN_READ,normal_codexrun,89,89,majority,majority,True,normal_codexrun,9.06,True,False,
1789718979.479171,client_A,WRITE_THEN_READ,normal_codexrun,90,90,majority,majority,True,normal_codexrun,9.12,True,False,
1789718979.4891362,client_A,WRITE_THEN_READ,normal_codexrun,91,91,majority,majority,True,normal_codexrun,9.96,True,False,
1789718979.5051131,client_A,WRITE_THEN_READ,normal_codexrun,92,92,majority,majority,True,normal_codexrun,15.97,True,False,
1789718979.516342,client_A,WRITE_THEN_READ,normal_codexrun,93,93,majority,majority,True,normal_codexrun,11.22,True,False,
1789718979.526151,client_A,WRITE_THEN_READ,normal_codexrun,94,94,majority,majority,True,normal_codexrun,9.8,True,False,
1789718979.535957,client_A,WRITE_THEN_READ,normal_codexrun,95,95,majority,majority,True,normal_codexrun,9.8,True,False,
1789718979.5461671,client_A,WRITE_THEN_READ,normal_codexrun,96,96,majority,majority,True,normal_codexrun,10.21,True,False,
1789718979.556213,client_A,WRITE_THEN_READ,normal_codexrun,97,97,majority,majority,True,normal_codexrun,10.04,True,False,
1789718979.570218,client_A,WRITE_THEN_READ,normal_codexrun,98,98,majority,majority,True,normal_codexrun,14.0,True,False,
1789718979.579437,client_A,WRITE_THEN_READ,normal_codexrun,99,99,majority,majority,True,normal_codexrun,9.22,True,False,
1789718979.591172,client_A,WRITE_THEN_READ,normal_codexrun,100,100,majority,majority,True,normal_codexrun,11.73,True,False,
1789718979.601134,client_A,WRITE_THEN_READ,normal_codexrun,101,101,majority,majority,True,normal_codexrun,9.96,True,False,
1789718979.616244,client_A,WRITE_THEN_READ,normal_codexrun,102,102,majority,majority,True,normal_codexrun,15.11,True,False,
1789718979.6250508,client_A,WRITE_THEN_READ,normal_codexrun,103,103,majority,majority,True,normal_codexrun,8.8,True,False,
1789718979.6353369,client_A,WRITE_THEN_READ,normal_codexrun,104,104,majority,majority,True,normal_codexrun,10.28,True,False,
1789718979.653325,client_A,WRITE_THEN_READ,normal_codexrun,105,105,majority,majority,True,normal_codexrun,17.98,True,False,
1789718979.667274,client_A,WRITE_THEN_READ,normal_codexrun,106,106,majority,majority,True,normal_codexrun,13.94,True,False,
1789718979.679608,client_A,WRITE_THEN_READ,normal_codexrun,107,107,majority,majority,True,normal_codexrun,12.32,True,False,
1789718979.692647,client_A,WRITE_THEN_READ,normal_codexrun,108,108,majority,majority,True,normal_codexrun,13.03,True,False,
1789718979.704493,client_A,WRITE_THEN_READ,normal_codexrun,109,109,majority,majority,True,normal_codexrun,11.84,True,False,
1789718979.716765,client_A,WRITE_THEN_READ,normal_codexrun,110,110,majority,majority,True,normal_codexrun,12.26,True,False,
1789718979.7264829,client_A,WRITE_THEN_READ,normal_codexrun,111,111,majority,majority,True,normal_codexrun,9.71,True,False,
1789718979.73923,client_A,WRITE_THEN_READ,normal_codexrun,112,112,majority,majority,True,normal_codexrun,12.74,True,False,
1789718979.748224,client_A,WRITE_THEN_READ,normal_codexrun,113,113,majority,majority,True,normal_codexrun,8.98,True,False,
1789718979.761591,client_A,WRITE_THEN_READ,normal_codexrun,114,114,majority,majority,True,normal_codexrun,13.33,True,False,
