timestamp,iteration,client_id,operation,target,prerequisite_id,dependent_id,client_b_read_v1,v1_visible_on_observer,v2_visible_on_observer,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789529639.3919563,1,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27018,v1:1,v2:1,True,True,False,local,1,False,failure,,,,9.42,True,False,
1789529639.3973725,2,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:2,v2:2,True,True,True,local,1,False,failure,,,,5.4,True,False,
1789529639.4008372,3,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27018,v1:3,v2:3,True,True,False,local,1,False,failure,,,,3.45,True,False,
1789529639.4038303,4,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:4,v2:4,True,True,True,local,1,False,failure,,,,2.98,True,False,
1789529639.407627,5,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27018,v1:5,v2:5,True,True,True,local,1,False,failure,,,,3.79,True,False,
1789529639.4117734,6,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:6,v2:6,True,True,True,local,1,False,failure,,,,4.13,True,False,
1789529639.4152787,7,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27018,v1:7,v2:7,True,True,True,local,1,False,failure,,,,3.5,True,False,
1789529639.4183939,8,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:8,v2:8,True,True,False,local,1,False,failure,,,,3.11,True,False,
1789529639.421799,9,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27018,v1:9,v2:9,True,True,True,local,1,False,failure,,,,3.4,True,False,
1789529639.424417,10,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,localhost:27019,v1:10,v2:10,True,False,True,local,1,False,failure,,,,2.61,True,True,
