timestamp,client_id,operation,target,first_seq,second_seq,max_visible_seq,missing_before_max,missing_count,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
1789205842.234394,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,1,2,2,,0,majority,majority,True,normal,26.58,True,False,
1789205842.261729,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,3,4,4,,0,majority,majority,True,normal,27.29,True,False,
1789205842.287698,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,5,6,6,,0,majority,majority,True,normal,25.95,True,False,
1789205842.307578,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,7,8,8,,0,majority,majority,True,normal,19.87,True,False,
1789205842.330784,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,9,10,10,,0,majority,majority,True,normal,23.19,True,False,
1789205842.3601081,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,11,12,12,,0,majority,majority,True,normal,29.31,True,False,
1789205842.385189,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,13,14,14,,0,majority,majority,True,normal,25.06,True,False,
1789205842.4028108,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,15,16,16,,0,majority,majority,True,normal,17.6,True,False,
1789205842.4251368,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,17,18,18,,0,majority,majority,True,normal,22.31,True,False,
1789205842.442763,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,19,20,20,,0,majority,majority,True,normal,17.61,True,False,
1789205842.46562,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,21,22,22,,0,majority,majority,True,normal,22.84,True,False,
1789205842.495868,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,23,24,24,,0,majority,majority,True,normal,30.22,True,False,
1789205842.51456,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,25,26,26,,0,majority,majority,True,normal,18.68,True,False,
1789205842.537451,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,27,28,28,,0,majority,majority,True,normal,22.88,True,False,
1789205842.556279,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,29,30,30,,0,majority,majority,True,normal,18.82,True,False,
1789205842.575416,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,31,32,32,,0,majority,majority,True,normal,19.13,True,False,
1789205842.599653,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,33,34,34,,0,majority,majority,True,normal,24.23,True,False,
1789205842.623577,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,35,36,36,,0,majority,majority,True,normal,23.91,True,False,
1789205842.643548,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,37,38,38,,0,majority,majority,True,normal,19.96,True,False,
1789205842.667826,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,39,40,40,,0,majority,majority,True,normal,24.27,True,False,
1789205842.6867368,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,41,42,42,,0,majority,majority,True,normal,18.9,True,False,
1789205842.708718,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,43,44,44,,0,majority,majority,True,normal,21.97,True,False,
1789205842.734765,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,45,46,46,,0,majority,majority,True,normal,26.04,True,False,
1789205842.7566988,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,47,48,48,,0,majority,majority,True,normal,21.92,True,False,
