timestamp,iteration,client_id,operation,target,phase,first_seq,second_seq,max_visible_seq,missing_before_max,missing_count,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789631902.7469475,1,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,1,2,2,,0,local,1,False,partition,,,,9.19,True,False,
1789631902.751978,2,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,3,4,4,,0,local,1,False,partition,,,,5.01,True,False,
1789631902.7549808,3,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,5,6,2,,0,local,1,False,partition,,,,2.99,True,False,
1789631902.7587216,4,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,7,8,7,,0,local,1,False,partition,,,,3.66,True,False,
1789631902.7629018,5,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,9,10,3,,0,local,1,False,partition,,,,4.17,True,False,
1789631902.7661808,6,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,11,12,12,,0,local,1,False,partition,,,,3.26,True,False,
1789631902.7697573,7,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,13,14,14,,0,local,1,False,partition,,,,3.55,True,False,
1789631902.7721288,8,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,15,16,14,,0,local,1,False,partition,,,,2.36,True,False,
1789631902.7746615,9,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,17,18,17,,0,local,1,False,partition,,,,2.52,True,False,
1789631902.7769122,10,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,19,20,20,,0,local,1,False,partition,,,,2.24,True,False,
1789631902.779604,11,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,21,22,22,,0,local,1,False,partition,,,,2.68,True,False,
1789631902.7808845,12,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,23,24,23,,0,local,1,False,partition,,,,1.27,True,False,
1789631902.7830083,13,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,25,26,24,,0,local,1,False,partition,,,,2.12,True,False,
1789631902.7846327,14,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,27,28,27,,0,local,1,False,partition,,,,1.62,True,False,
1789631902.786509,15,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,29,30,28,,0,local,1,False,partition,,,,1.87,True,False,
1789631902.7881656,16,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,31,32,31,,0,local,1,False,partition,,,,1.65,True,False,
1789631902.7897239,17,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,33,34,33,,0,local,1,False,partition,,,,1.55,True,False,
1789631902.7911162,18,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,35,36,34,,0,local,1,False,partition,,,,1.39,True,False,
1789631902.7924707,19,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,37,38,35,,0,local,1,False,partition,,,,1.35,True,False,
