timestamp,iteration,client_id,operation,target,prerequisite_id,dependent_id,client_b_read_v1,v1_visible_on_observer,v2_visible_on_observer,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789529776.3304834,1,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:1,v2:1,True,True,True,majority,majority,True,failure,,,,11.19,True,False,
1789529776.336522,2,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:2,v2:2,True,True,True,majority,majority,True,failure,,,,6.02,True,False,
1789529776.3444507,3,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:3,v2:3,True,True,True,majority,majority,True,failure,,,,7.91,True,False,
1789529776.3496037,4,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:4,v2:4,True,True,True,majority,majority,True,failure,,,,5.14,True,False,
1789529776.3556497,5,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:5,v2:5,True,True,True,majority,majority,True,failure,,,,6.04,True,False,
1789529776.359474,6,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:6,v2:6,True,True,True,majority,majority,True,failure,,,,3.82,True,False,
1789529776.3634443,7,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:7,v2:7,True,True,True,majority,majority,True,failure,,,,3.96,True,False,
1789529776.3669727,8,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:8,v2:8,True,True,True,majority,majority,True,failure,,,,3.52,True,False,
1789529776.3700364,9,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:9,v2:9,True,True,True,majority,majority,True,failure,,,,3.06,True,False,
1789529776.3729682,10,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:10,v2:10,True,True,True,majority,majority,True,failure,,,,2.93,True,False,
1789529776.3758667,11,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:11,v2:11,True,True,True,majority,majority,True,failure,,,,2.89,True,False,
1789529776.3787644,12,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:12,v2:12,True,True,True,majority,majority,True,failure,,,,2.89,True,False,
1789529776.381256,13,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:13,v2:13,True,True,True,majority,majority,True,failure,,,,2.49,True,False,
1789529776.3837717,14,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:14,v2:14,True,True,True,majority,majority,True,failure,,,,2.51,True,False,
1789529776.3867826,15,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:15,v2:15,True,True,True,majority,majority,True,failure,,,,3.01,True,False,
