timestamp,client_id,operation,target,first_seq,second_seq,max_visible_seq,missing_before_max,missing_count,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
1789205418.7831612,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,1,2,0,,0,local,1,False,normal,14.47,True,False,
1789205418.787883,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,3,4,0,,0,local,1,False,normal,4.7,True,False,
1789205418.788994,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,5,6,0,,0,local,1,False,normal,1.1,True,False,
1789205418.7899258,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,7,8,0,,0,local,1,False,normal,0.92,True,False,
1789205418.790793,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,9,10,0,,0,local,1,False,normal,0.86,True,False,
1789205418.7915351,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,11,12,0,,0,local,1,False,normal,0.74,True,False,
1789205418.792203,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,13,14,0,,0,local,1,False,normal,0.66,True,False,
1789205418.792843,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,15,16,0,,0,local,1,False,normal,0.64,True,False,
1789205418.793516,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,17,18,0,,0,local,1,False,normal,0.67,True,False,
1789205418.7944908,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,19,20,0,,0,local,1,False,normal,0.97,True,False,
1789205418.795288,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,21,22,0,,0,local,1,False,normal,0.79,True,False,
1789205418.796004,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,23,24,0,,0,local,1,False,normal,0.71,True,False,
1789205418.796674,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,25,26,0,,0,local,1,False,normal,0.67,True,False,
1789205418.7973912,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,27,28,0,,0,local,1,False,normal,0.71,True,False,
1789205418.79812,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,29,30,0,,0,local,1,False,normal,0.73,True,False,
1789205418.798938,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,31,32,0,,0,local,1,False,normal,0.81,True,False,
1789205418.7996008,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,33,34,0,,0,local,1,False,normal,0.66,True,False,
1789205418.8001962,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27119,35,36,0,,0,local,1,False,normal,0.59,True,False,
1789205418.800822,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,127.0.0.1:27118,37,38,0,,0,local,1,False,normal,0.62,True,False,
